sample	basin	creek	year	reads	watershed	subbasin	creek_year	sampnum	long	lat	in_will	will_name	will_ho	will_pi	will_fis	ws_will	ts_will	PVA_Extinction	PVA_Ext_L95	PVA_Ext_U95	PVA_Abundance_50	PVA_Abundance_25	PVA_Abund_Year	in_basin
MILL_007	Walker	Mill	2015	10086815	Walker		Mill_2015	2061	-119.4925346	38.44380796	YES	Mill	0.000000982	0.000000725	-0.1725841	0.0000253	0.0000221	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
SLNK_026	Walker	Slinkard	2015	1028969	Walker		Slinkard_2015	2062	-119.5660102	38.57074161	YES	Slinkard	0.000000955	0.000000734	-0.170717356	0.0000222	0.0000205	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y210022WKR	Walker	Murphy	2021	1387180	Walker		Murphy_2021	2063	-119.2692472	38.38015418	YES	Murphy	0.000000803	0.000000603	-0.218381179	0.0000218	0.0000204	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y100013CAR	Independence	Heenan_Lake	2010	762676	Tahoe		Heenan_Lake_2010	2064	-119.637348	38.653153	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
QUI_LON_2011_227	Humboldt/Little	Long_Canyon	2011	1444747	Humboldt	Little	Long_Canyon_2011	2065	-117.4625913	41.8307616	YES	Long Canyon	0.000000945	0.00000114	0.120982281	0.000049	0.0000411	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y160006CAR	Independence	Heenan_Lake	2010	1424504	Tahoe		Heenan_Lake_2010	2066	-119.637348	38.653153	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
3103-654	Willow_Whitehorse	Willow	2020	5446235	Willow_Whitehorse		Willow_2020	2067	-118.22615	42.67766237	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
3103-818	Willow_Whitehorse	Whitehorse	2020	191408	Willow_Whitehorse		Whitehorse_2020	2068	-118.193703	42.273727	YES	Whitehorse	0.000000484	0.000000381	-0.157358941	0.0000151	0.0000126	8.1	7.3	9.4	21251	10485	2011	yes
BYDY_004	Walker	By-Day	2015	5601508	Walker		By-Day_2015	2069	-119.3509716	38.26878397	YES	By-Day	0.000000865	0.000000695	-0.080643106	0.0000383	0.0000241	19	17.6	20.9	2690	1624	2009	yes
Y170046MOK	NF_Mokelumne_R_OOB	NF_Milk_Ranch	2017	1740441	Carson		NF_Milk_Ranch_2017	2070	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
Y180032	Kings_R_OOB	WF_Cow	2018	2859184	Tahoe		WF_Cow_2018	2071	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
3103-781	Willow_Whitehorse	Little_Whitehorse	2020	1174696	Willow_Whitehorse		Little_Whitehorse_2020	2072	-118.19612	42.21036999	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
MAG_LJK_2015_053	Humboldt/Upper	Little_Jack	2015	4190758	Humboldt	Upper	Little_Jack_2015	2073	-116.266524	40.975535	YES	Little Jack	0.000000863	0.000000779	-0.069442249	0.0000316	0.0000264	5.1	3.9	6.4	359	258	2009	yes
MAR_WIC_2000_093	Humboldt/Upper	Wildcat	2000	1904741	Humboldt	Upper	Wildcat_2000	2074	-115.2425249	41.62573785	YES	Wildcat	0.000000696	0.000000596	-0.114832792	0.0000172	0.0000192	42.7	40.8	44.6	1130	674	2000	yes
MAG_COY_2015_013	Humboldt/Upper	Coyote	2015	324744	Humboldt	Upper	Coyote_2015	2075	-116.2598378	41.04644266	YES	Coyote	0.00000079	0.000000692	-0.100411934	0.0000224	0.0000217	3.4	2.6	3.9	2028	1318	2009	yes
SFL_SHE_2010_210	Humboldt/Little	Sheep	2010	1097287	Humboldt	Little	Sheep_2010	2076	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
ROC_FRZ_2017_051	Humboldt/Rock	Frazer	2017	1310634	Humboldt	Rock	Frazer_2017	2077	-116.7432811	41.29430774	YES	Frazier	0.000000743	0.000000608	-0.126518894	0.0000191	0.0000197	24.2	20.9	26.8	213	74	2015	yes
Y100016CAR	Independence	Heenan_Lake	2010	561914	Tahoe		Heenan_Lake_2010	2078	-119.637348	38.653153	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
NFH_FOR_2017_129	Humboldt/NF	Foreman	2017	215579	Humboldt	North_Fork	Foreman_2017	2079	-115.972648	41.47310367	YES	Foreman	0.00000117	0.00000101	-0.103193825	0.00003581	0.00003396	4	3.5	5.1	569	260	2009	yes
SC_025	Humboldt/Little	Secret_Creek	#N/A	1055505	Humboldt	Little	Secret_Creek_NA	2080	-116.872285	41.278119	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
MAR_TCR_2017_012	Humboldt/Upper	T	2017	3083845	Humboldt	Upper	T_2017	2081	-115.3040545	41.63598922	YES	T	0.000000682	0.000000588	-0.117693616	0.0000191	0.000019	0.1	0.1	0.2	4029	1960	2002	yes
3103-589	Willow_Whitehorse	Little_Whitehorse	2020	1628260	Willow_Whitehorse		Little_Whitehorse_2020	2082	-118.19612	42.21036999	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
SFH_LEE_2016_002	Humboldt/SF	Lee	2016	740834	Humboldt	South_Fork	Lee_2016	2083	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
22rok125	Humboldt/Rock	Rock	2022	1787572	Humboldt	Rock	Rock_2022	2084	-116.4271066	41.36591453	YES	Rock	0.000000664	0.000000591	-0.066621372	0.0000209	0.0000205	8.8	7.6	10.4	508	284	2009	yes
REE_TNY_2001_008	Reese	Tierney	2001	379657	Quinn_Reese		Tierney_2001	2085	-117.2814176	39.04073194	YES	Tierney	0.000000684	0.000000618	-0.075703121	0.0000208	0.0000195	72.5	71.1	74.1	436	199	2001	yes
MILL_025	Walker	Mill	2015	2844979	Walker		Mill_2015	2086	-119.4925346	38.44380796	YES	Mill	0.000000982	0.000000725	-0.1725841	0.0000253	0.0000221	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
MRPH_006	Walker	Murphy	2011	5764313	Walker		Murphy_2011	2087	-119.2692472	38.38015418	YES	Murphy	0.000000803	0.000000603	-0.218381179	0.0000218	0.0000204	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
CAR_EFC_2017_001	Carson	EF_Carson_Golden_Canyon	2017	1901013	Carson		EF_Carson_Golden_Canyon_2017	2088	-119.82462	38.99074	YES	East Fork Carson & Golden Canyon	0.000000724	0.000000577	-0.1531849	0.0000174	0.0000192	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
3103-958	Willow_Whitehorse	Little_Whitehorse	2020	594022	Willow_Whitehorse		Little_Whitehorse_2020	2089	-118.19612	42.21036999	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y170069CAR	Carson	Murray	2017	5367097	Carson		Murray_2017	2090	-119.7140794	38.48469886	YES	Murray Canyon	0.000000745	0.00000057	-0.150383004	0.00002	0.0000189	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
UPT_MEI_2017_011	Tahoe	Meiss	2017	283898	Tahoe		Meiss_2017	2091	-120.33631	38.63824	YES	Meiss Meadows	0.000000807	0.00000073	-0.049809184	0.000026	0.0000247	26.5	25.5	28.7	8333	5534	2009	yes
Y200040	Stanislaus_R_OOB	Disaster_Creek	2018	2383468	Carson		Disaster_Creek_2018	2092	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
Y170004MOK	NF_Mokelumne_R_OOB	NF_Pacific	2017	1366081	Carson		NF_Pacific_2017	2093	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
Y170002TKR	Tahoe	Up_Truckee	2017	2446313	Tahoe		Up_Truckee_2017	2094	-120.029072	38.863631	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
22IN002	Humboldt/Little	Indian	2022	1107985	Humboldt	Little	Indian_2022	2095	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
21AB03	Humboldt/Little	Abel	2021	5465200	Humboldt	Little	Abel_2021	2096	-117.66839	41.4484497	YES	Abel	0.000000652	0.000000551	-0.077929215	0.000028	0.000019	7	5.6	8.3	112	35	2012	yes
EFH_NFC_2012_002	Humboldt/Upper	NF_Cold	2012	1686309	Humboldt	Upper	NF_Cold_2012	2097	-115.321001	40.73715106	YES	North Fork Cold	0.000000481	0.000000393	-0.111508538	0.0000137	0.0000127	13.6	12.1	15.1	1002	522	2012	yes
SFLH_042	Humboldt/Little	SF_Little_Humboldt	#N/A	850941	Humboldt	Little	SF_Little_Humboldt_NA	2098	-116.910871	41.460125	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
LittleAlv22	Alvord_Lake_OOB	Little_Alvord	2021	735292	Willow_Whitehorse		Little_Alvord_2021	2099	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
21AB29	Humboldt/Little	Abel	2021	4035617	Humboldt	Little	Abel_2021	2100	-117.66839	41.4484497	YES	Abel	0.000000652	0.000000551	-0.077929215	0.000028	0.000019	7	5.6	8.3	112	35	2012	yes
Y170075CAR	Carson	Poison_Flat	2017	4030410	Carson		Poison_Flat_2017	2101	-119.6450227	38.49490749	YES	Poison Flat	0.000000809	0.000000698	-0.082770633	0.0000287	0.000024	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Cotton15	Alvord_Lake_OOB	Cottonwood_AVL	2021	655526	Willow_Whitehorse		Cottonwood_AVL_2021	2102	#N/A	#N/A	YES	Cottonwood	0.0000003	0.00000022	-0.134278393	0.0000106	0.00000758	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
20LCC22	Humboldt/Little	Long_Canyon	2020	5669294	Humboldt	Little	Long_Canyon_2020	2103	-117.4625913	41.8307616	YES	Long Canyon	0.000000945	0.00000114	0.120982281	0.000049	0.0000411	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y200070WKR	Walker	Mill	2020	3485711	Walker		Mill_2020	2104	-119.4925346	38.44380796	YES	Mill	0.000000982	0.000000725	-0.1725841	0.0000253	0.0000221	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Pike19	Alvord_Lake_OOB	Pike	2021	294549	Willow_Whitehorse		Pike_2021	2105	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Y200034WKR	Walker	Wolf	2020	7786543	Walker		Wolf_2020	2106	-119.5910264	38.35848746	YES	Upper Wolf & Lower Wolf	0.00000175	0.00000143	-0.217860379	0.0000414	0.0000436	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y210017WKR	Walker	Murphy	2021	1715534	Walker		Murphy_2021	2107	-119.2692472	38.38015418	YES	Murphy	0.000000803	0.000000603	-0.218381179	0.0000218	0.0000204	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
3103-701	Willow_Whitehorse	Willow	2020	5774311	Willow_Whitehorse		Willow_2020	2108	-118.22615	42.67766237	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
pure24	Independence	Independence_Lake	2020	483037	Tahoe		Independence_Lake_2020	2109	-120.3139892	39.43806288	YES	Independence Lake	0.000000754	0.000000669	-0.093482186	0.0000218	0.0000224	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
REE_MHK_2016_001	Reese	Mohawk	2016	275156	Quinn_Reese		Mohawk_2016	2110	-117.32925	38.98392922	YES	Mohawk	0.00000036	0.000000284	-0.107180282	0.0000126	0.0000097	0.2	0	0.4	1553	1024	2000	yes
3103-442	Willow_Whitehorse	Willow	2020	2949563	Willow_Whitehorse		Willow_2020	2111	-118.22615	42.67766237	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
3103-886	Willow_Whitehorse	Cottonwood_WWH	2020	4247410	Willow_Whitehorse		Cottonwood_WWH_2020	2112	-118.03487	42.19445999	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y200064WKR	Walker	Mill	2020	3920627	Walker		Mill_2020	2113	-119.4925346	38.44380796	YES	Mill	0.000000982	0.000000725	-0.1725841	0.0000253	0.0000221	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
CAR_GOC_2017_042	Carson	EF_Carson_Golden_Canyon	2017	2013220	Carson		EF_Carson_Golden_Canyon_2017	2114	-119.82462	38.99074	YES	East Fork Carson & Golden Canyon	0.000000724	0.000000577	-0.1531849	0.0000174	0.0000192	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y210015WKR	Walker	Murphy	2021	4516503	Walker		Murphy_2021	2115	-119.2692472	38.38015418	YES	Murphy	0.000000803	0.000000603	-0.218381179	0.0000218	0.0000204	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
QUI_WAC_2016_004	Quinn	Washburn	2016	655481	Quinn_Reese		Washburn_2016	2116	-118.0489225	41.86464695	YES	Washburn	0.000000581	0.000000505	-0.061799336	0.0000241	0.0000177	14.8	12.8	15.9	843	157	1997	yes
22AN013	Quinn	Andorno	2022	197028	Quinn_Reese		Andorno_2022	2117	-117.7286382	41.43982988	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
BDSK_007	Walker	By-Day	2015	3154922	Walker		By-Day_2015	2118	-119.3509716	38.26878397	YES	By-Day	0.000000865	0.000000695	-0.080643106	0.0000383	0.0000241	19	17.6	20.9	2690	1624	2009	yes
QUI_CMC_2016_002	Quinn	Colman	2016	300082	Quinn_Reese		Colman_2016	2119	-119.0331595	41.46502882	YES	Colman	0.000000599	0.000000488	-0.131628025	0.0000181	0.0000163	5.6	5.1	7.6	1144	521	2008	yes
MILL_019	Walker	Mill	2015	9058334	Walker		Mill_2015	2120	-119.4925346	38.44380796	YES	Mill	0.000000982	0.000000725	-0.1725841	0.0000253	0.0000221	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y160034CAR	Independence	Heenan_Lake	2010	1350257	Tahoe		Heenan_Lake_2010	2121	-119.637348	38.653153	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
3103-823	Willow_Whitehorse	Whitehorse	2020	2192586	Willow_Whitehorse		Whitehorse_2020	2122	-118.193703	42.273727	YES	Whitehorse	0.000000484	0.000000381	-0.157358941	0.0000151	0.0000126	8.1	7.3	9.4	21251	10485	2011	yes
3103-734	Willow_Whitehorse	Willow	2020	3191375	Willow_Whitehorse		Willow_2020	2123	-118.22615	42.67766237	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
SUM_MOH_2013_211	Summit	Mahogany	2013	1627054	Summit		Mahogany_2013	2124	-118.9628999	41.51547436	YES	Mahogany	0.000000857	0.00000076	-0.07899545	0.0000292	0.0000262	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
LittleAlv4	Alvord_Lake_OOB	Little_Alvord	2021	306740	Willow_Whitehorse		Little_Alvord_2021	2125	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
SFLH_001	Humboldt/Little	SF_Little_Humboldt	#N/A	1589814	Humboldt	Little	SF_Little_Humboldt_NA	2126	-116.910871	41.460125	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y200116WKR	Walker	By-Day	2020	1999068	Walker		By-Day_2020	2127	-119.3509716	38.26878397	YES	By-Day	0.000000865	0.000000695	-0.080643106	0.0000383	0.0000241	19	17.6	20.9	2690	1624	2009	yes
22rok048	Humboldt/Rock	Rock	2022	573412	Humboldt	Rock	Rock_2022	2128	-116.4271066	41.36591453	YES	Rock	0.000000664	0.000000591	-0.066621372	0.0000209	0.0000205	8.8	7.6	10.4	508	284	2009	yes
3103-484	Willow_Whitehorse	Willow	2020	523381	Willow_Whitehorse		Willow_2020	2129	-118.22615	42.67766237	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y170002MOK	NF_Mokelumne_R_OOB	NF_Pacific	2017	2367902	Carson		NF_Pacific_2017	2130	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
ROC_FRZ_2000_023	Humboldt/Rock	Frazer	2000	1841616	Humboldt	Rock	Frazer_2000	2131	-116.7432811	41.29430774	YES	Frazier	0.000000743	0.000000608	-0.126518894	0.0000191	0.0000197	24.2	20.9	26.8	213	74	2015	yes
SFH_LEE_2016_010	Humboldt/SF	Lee	2016	190744	Humboldt	South_Fork	Lee_2016	2132	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
3103-617	Willow_Whitehorse	Whitehorse	2020	1815188	Willow_Whitehorse		Whitehorse_2020	2133	-118.193703	42.273727	YES	Whitehorse	0.000000484	0.000000381	-0.157358941	0.0000151	0.0000126	8.1	7.3	9.4	21251	10485	2011	yes
QUI_CMC_2016_014	Quinn	Colman	2016	312184	Quinn_Reese		Colman_2016	2134	-119.0331595	41.46502882	YES	Colman	0.000000599	0.000000488	-0.131628025	0.0000181	0.0000163	5.6	5.1	7.6	1144	521	2008	yes
22SFI022	Humboldt/Little	SF_Indian	2022	1217076	Humboldt	Little	SF_Indian_2022	2135	-117.54041	41.61184	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
REE_MHK_2000_009	Reese	Mohawk	2000	1580270	Quinn_Reese		Mohawk_2000	2136	-117.32925	38.98392922	YES	Mohawk	0.00000036	0.000000284	-0.107180282	0.0000126	0.0000097	0.2	0	0.4	1553	1024	2000	yes
3103-435	Willow_Whitehorse	Willow	2020	3148542	Willow_Whitehorse		Willow_2020	2137	-118.22615	42.67766237	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y200042WKR	Walker	Wolf	2020	2238883	Walker		Wolf_2020	2138	-119.5910264	38.35848746	YES	Upper Wolf & Lower Wolf	0.00000175	0.00000143	-0.217860379	0.0000414	0.0000436	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
3103-470	Willow_Whitehorse	Willow	2020	4231422	Willow_Whitehorse		Willow_2020	2139	-118.22615	42.67766237	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y160053CAR	Independence	Heenan_Lake	2010	1528775	Tahoe		Heenan_Lake_2010	2140	-119.637348	38.653153	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
ROC_FRZ_2000_039	Humboldt/Rock	Frazer	2000	1401141	Humboldt	Rock	Frazer_2000	2141	-116.7432811	41.29430774	YES	Frazier	0.000000743	0.000000608	-0.126518894	0.0000191	0.0000197	24.2	20.9	26.8	213	74	2015	yes
Y200142WKR	Walker	Silver	2020	4270771	Walker		Silver_2020	2142	-119.5749218	38.38654264	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
3103-721	Willow_Whitehorse	Willow	2020	4007004	Willow_Whitehorse		Willow_2020	2143	-118.22615	42.67766237	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
22fr065	Humboldt/Rock	Frazer	2022	664117	Humboldt	Rock	Frazer_2022	2144	-116.7432811	41.29430774	YES	Frazier	0.000000743	0.000000608	-0.126518894	0.0000191	0.0000197	24.2	20.9	26.8	213	74	2015	yes
3103-936	Willow_Whitehorse	Whitehorse	2020	616486	Willow_Whitehorse		Whitehorse_2020	2145	-118.193703	42.273727	YES	Whitehorse	0.000000484	0.000000381	-0.157358941	0.0000151	0.0000126	8.1	7.3	9.4	21251	10485	2011	yes
MAG_LJK_2009_018	Humboldt/Upper	Little_Jack	2009	668966	Humboldt	Upper	Little_Jack_2009	2146	-116.266524	40.975535	YES	Little Jack	0.000000863	0.000000779	-0.069442249	0.0000316	0.0000264	5.1	3.9	6.4	359	258	2009	yes
Y210009WKR	Walker	Murphy	2021	2755754	Walker		Murphy_2021	2147	-119.2692472	38.38015418	YES	Murphy	0.000000803	0.000000603	-0.218381179	0.0000218	0.0000204	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
QUI_CMC_2016_013	Quinn	Colman	2016	250560	Quinn_Reese		Colman_2016	2148	-119.0331595	41.46502882	YES	Colman	0.000000599	0.000000488	-0.131628025	0.0000181	0.0000163	5.6	5.1	7.6	1144	521	2008	yes
BDWC_002	Walker	By-Day	2015	8333386	Walker		By-Day_2015	2149	-119.3509716	38.26878397	YES	By-Day	0.000000865	0.000000695	-0.080643106	0.0000383	0.0000241	19	17.6	20.9	2690	1624	2009	yes
3103-503	Willow_Whitehorse	Willow	2020	2407252	Willow_Whitehorse		Willow_2020	2150	-118.22615	42.67766237	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
UPT_MEI_2017_044	Tahoe	Meiss	2017	868568	Tahoe		Meiss_2017	2151	-120.33631	38.63824	YES	Meiss Meadows	0.000000807	0.00000073	-0.049809184	0.000026	0.0000247	26.5	25.5	28.7	8333	5534	2009	yes
NFH_GAN_2017_010	Humboldt/NF	Gance	2017	5009729	Humboldt	North_Fork	Gance_2017	2152	-115.9682753	41.30762374	YES	Gance	0.000000756	0.000000657	-0.087485587	0.0000209	0.0000223	2.6	2.1	3.5	2791	1428	2007	yes
MILL_041	Walker	Mill	2015	976280	Walker		Mill_2015	2153	-119.4925346	38.44380796	YES	Mill	0.000000982	0.000000725	-0.1725841	0.0000253	0.0000221	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
LHU_INC_2000_104	Humboldt/Little	Indian	2000	1321740	Humboldt	Little	Indian_2000	2154	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
22fr015	Humboldt/Rock	Frazer	2022	1152859	Humboldt	Rock	Frazer_2022	2155	-116.7432811	41.29430774	YES	Frazier	0.000000743	0.000000608	-0.126518894	0.0000191	0.0000197	24.2	20.9	26.8	213	74	2015	yes
Y200140WKR	Walker	Silver	2020	2679472	Walker		Silver_2020	2156	-119.5749218	38.38654264	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
3103-932	Willow_Whitehorse	Whitehorse	2020	197236	Willow_Whitehorse		Whitehorse_2020	2157	-118.193703	42.273727	YES	Whitehorse	0.000000484	0.000000381	-0.157358941	0.0000151	0.0000126	8.1	7.3	9.4	21251	10485	2011	yes
LWLF_005	Walker	Wolf	2015	1467858	Walker		Wolf_2015	2158	-119.5910264	38.35848746	YES	Upper Wolf & Lower Wolf	0.00000175	0.00000143	-0.217860379	0.0000414	0.0000436	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
YUB_MAC_2016_060	Yuba_R_OOB	Macklin	2016	1025537	Tahoe		Macklin_2016	2159	#N/A	#N/A	YES	Macklin	0.000000765	0.000000649	-0.099742321	0.0000213	0.0000227	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
ROC_WLN_2009_333	Humboldt/Rock	Willow-Nelson	2009	537976	Humboldt	Rock	Willow-Nelson_2009	2160	-116.4581985	41.20204518	YES	Willow-Nelson	0.000000742	0.000000629	-0.099692853	0.0000206	0.000021	5.7	4.5	6.7	2235	1254	2009	yes
Y160004CAR	Independence	Heenan_Lake	2010	883379	Tahoe		Heenan_Lake_2010	2161	-119.637348	38.653153	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
3103-527	Willow_Whitehorse	Willow	2020	2869666	Willow_Whitehorse		Willow_2020	2162	-118.22615	42.67766237	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Pike17	Alvord_Lake_OOB	Pike	2021	382821	Willow_Whitehorse		Pike_2021	2163	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Y170033CAR	Carson	EF_Carson_Golden_Canyon	2017	2710811	Carson		EF_Carson_Golden_Canyon_2017	2164	-119.82462	38.99074	YES	East Fork Carson & Golden Canyon	0.000000724	0.000000577	-0.1531849	0.0000174	0.0000192	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y1800014SJR	San_Joaquin_R_OOB	WF_Portuguese	2020	1932147	Tahoe		WF_Portuguese_2020	2165	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
MAR_HAN_2012_013	Humboldt/Upper	Hanks	2012	387488	Humboldt	Upper	Hanks_2012	2166	-115.3640308	41.3663713	YES	Hanks	0.000000861	0.000000717	-0.1209737	0.0000243	0.000024	76.9	75.2	78.6	7	0	2006	yes
Y160029CAR	Independence	Heenan_Lake	2010	2726034	Tahoe		Heenan_Lake_2010	2167	-119.637348	38.653153	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
